"","score","text"
"1561",0,"@SriharshaS007 @coolnittu @prakashraaj According to the recent survey from all major news channels on demonitisatio… https://t.co/KmcROn5JkT"
"1562",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
 https://t.co/86NgsltvWz

via NMApp https://t.co/CWUHj1lNyd"
"1563",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/08udZDOZDF"
"1564",0,"One more note about Twitter Verification:
A verified user that exhibits terrible behavior should make it clearer wh… https://t.co/AuQzDC96o8"
"1565",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/VHR7t0LI7p"
"1566",-1,"RT @sanjivbhatt: What happened in first 2 months of note ban alone was an unforgivable catastrophe: Jean Dreze https://t.co/rIkwzD7zWL"
"1567",0,"No Proof Required: Demonetisation and its contents
https://t.co/tpheVEowEL

via NMApp https://t.co/4DxLI8irDN"
"1568",0,"RT @aajtak: <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0940> <U+0938><U+093E><U+0932><U+0917><U+093F><U+0930><U+0939> <U+092A><U+0930> <U+092F><U+093E><U+0926><U+0935> <U+092A><U+0930><U+093F><U+0935><U+093E><U+0930> <U+092E><U+0947><U+0902> <U+0926><U+094B> <U+092B><U+093E><U+0921><U+093C>, <U+0905><U+0916><U+093F><U+0932><U+0947><U+0936> <U+0928><U+0947> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+094B> <U+0928><U+0915><U+093E><U+0930><U+093E>, <U+0905><U+092A><U+0930><U+094D><U+0923><U+093E> <U+0928><U+0947> <U+0915><U+0940> <U+0924><U+093E><U+0930><U+0940><U+092B>.
https://t.co/MHZwSUKrN0"
"1569",1,"RT @manojsirsa: #Demonetisation Survey on NMAPP - 81% of participants gove with an approval rating of 4.6 out of 5 for the decision https:/…"
"1570",0,"RT @srirambjp: @Amit Shah takes on Rahul over tweet on note ban. https://t.co/uu01aKC3qz"
"1571",0,"No Proof Required: #Demonetisation and its contents
 https://t.co/Ys5Gbmv2dN

via NMApp https://t.co/kWnx7aFPIz"
"1572",-1,"RT @RealQueenSimran: Would you mind saying sorry for note ban: Prakash Raj to PM Modi
https://t.co/V7Bgapk8oA"
"1573",-1,"RT @OfficeOfRSP: As per a Resurgent India report, the Rs 20 trillion Human Trafficking racket exploiting girls &amp; women, which thrived on ca…"
"1574",0,"#Demonitisation
World wide where GST was implemented, initial inflation has been set in. It's seen that it's taken… https://t.co/G5HN0Ax405"
"1575",0,"@wdamidoinhere @kaykay2506 @abpnewstv 100 days already over.
Every time new issue.
Note Ban
Still govt is not able to convinced people."
"1576",0,"RT @ETPolitics: Par panel quizzes FinMin officials on note ban impact 
https://t.co/uMshEJ5xmN"
"1577",0,"RT @NiteshSingh707: Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on note ban anniversary.
h…"
"1578",1,"RT @TOIIndiaNews: 1,492kg gold, Rs 87 crore in cash seized at airports since note ban https://t.co/K774AxBt3x"
"1579",-1,"Note ban, GST have broken textile hub Surat’s legs: Rahul Gandhi https://t.co/TMSzbdoSXK"
"1580",0,"Par panel quizzes FinMin officials on note ban impact 
https://t.co/H4cK0t6mgB"
"1581",0,"RT @sritara: Thomas Issaac my teacher and Kerala FM on how voodoo economics was behind NaMo’s DeMo https://t.co/X1k0vw66hz"
"1582",2,"https://t.co/2ciNl9FQll

That 38% of retailers are willing to pay over 1% clearly shows that MDR is not a barrier to digitisation."
"1583",0,"Par panel quizzes FinMin officials on note ban impact 
https://t.co/uMshEJ5xmN"
"1584",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban https://t.co/uTCLys1qJb"
"1585",0,"A year since demonetisation, CBI on the trail of 77 note ban cases https://t.co/DmKs4MTry3"
"1586",0,"https://t.co/HG0FE5PFXx"
"1587",1,"@NewIndianXpress @narendramodi Note ban is a silent revolution, implementation in such a big Country is herculean t… https://t.co/SNe6LSUurb"
"1588",0,"RT @KhabarNwi: <U+092E><U+0928><U+092E><U+094B><U+0939><U+0928> <U+0915><U+0940> <U+092E><U+094B><U+0926><U+0940> <U+0915><U+094B> <U+0928><U+0938><U+0940><U+0939><U+0924>, <U+0909><U+0928><U+094D><U+0939><U+0947><U+0902> <U+0936><U+093E><U+0932><U+0940><U+0928><U+0924><U+093E> <U+0938><U+0947> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0940> <U+092D><U+0942><U+0932> <U+0915><U+094B> <U+092E><U+093E><U+0928> <U+0932><U+0947><U+0928><U+093E> <U+091A><U+093E><U+0939><U+093F><U+090F>
#DeMonetisation @narendramodi 

https://t.co/NIc…"
"1589",0,"RT @prithvrj: India is a victim of Global War on Cash: My take on #DeMoDisaster in today’s Indian Express #DemonetisationAnniversary https:…"
"1590",0,"E-filing of income tax returns up by 17% post note ban - https://t.co/Qj5BB7SBkJ"
"1591",-1,"@ShekharGupta Dis is a nationwide problem. We jst focus on Delhi. Shud start implementing all out ban on crackers n… https://t.co/S3m5SCa7bI"
"1592",0,"@Official_Z_Khan such a idiot man he said note ban n note 500/1000 i could be any damn currency. like leader like follower . pappu"
"1593",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban #Demonetisation 
 https://t.co/6LRcWugIwu"
"1594",-2,"RT @shaktisinhgohil: Demonetisation anniversary: Congress demands PM’s apology as Opposition holds protests across country
https://t.co/227…"
"1595",0,"RT @OfficeOfRSP: According to a Livemint report that quoted studies and rescue workers, demonetization brought the trafficking of women and…"
"1596",-1,"RT @shaktisinhgohil: Demonetisation was futile, turned into a money-laundering operation: Jean Dreze #BjpMoneyLaunderingDay  https://t.co/G…"
"1597",-1,"The maximum suspect cash detection over Rs 33 crore has been made at the Mumbai airport till now https://t.co/xKWdPgVHvd"
"1598",0,"One year since note ban, a report card from the people: Over 50% see demonetisation favourably https://t.co/CEr9ok6Sk7 via @NewIndianXpress"
"1599",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+094B> <U+0932><U+0947><U+0915><U+0930> <U+0938><U+094B><U+0936><U+0932> <U+092E><U+0940><U+0921><U+093F><U+092F><U+093E> <U+092A><U+0930> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0915><U+0940> <U+0909><U+0921><U+093C><U+0940> <U+0927><U+091C><U+094D><U+091C><U+093F><U+092F><U+093E><U+0902> https://t.co/7JXD6ZBqIZ"
"1600",0,"https://t.co/swwCS5sjK5"
"1601",0,"RT @ShrimantSakal: <U+092E><U+094B><U+0926><U+0940>, <U+0938><U+0949><U+0930><U+0940> <U+092E><U+094D><U+0939><U+0923><U+0923><U+094D><U+092F><U+093E><U+091A><U+0940> <U+0924><U+0938><U+0926><U+0940> <U+0918><U+094D><U+092F><U+093E><U+0932> <U+0915><U+093E>? - <U+0930><U+093E><U+0937><U+094D><U+091F><U+094D><U+0930><U+0940><U+092F> <U+092A><U+0941><U+0930><U+0938><U+094D><U+0915><U+093E><U+0930> <U+0935><U+093F><U+091C><U+0947><U+0924><U+0947> <U+0905><U+092D><U+093F><U+0928><U+0947><U+0924><U+0947> <U+092A><U+094D><U+0930><U+0915><U+093E><U+0936> <U+0930><U+093E><U+091C> https://t.co/TwuXszen2q @eSakalUpdat…"
"1602",1,"RT @bsindia: 81% people supported note ban, says @narendramodi app https://t.co/itItiSfWCo
#Demonetisaton https://t.co/4UFUBta9OB"
"1603",0,"<U+092E><U+094B><U+0926><U+0940>, <U+0938><U+0949><U+0930><U+0940> <U+092E><U+094D><U+0939><U+0923><U+0923><U+094D><U+092F><U+093E><U+091A><U+0940> <U+0924><U+0938><U+0926><U+0940> <U+0918><U+094D><U+092F><U+093E><U+0932> <U+0915><U+093E>? - <U+0930><U+093E><U+0937><U+094D><U+091F><U+094D><U+0930><U+0940><U+092F> <U+092A><U+0941><U+0930><U+0938><U+094D><U+0915><U+093E><U+0930> <U+0935><U+093F><U+091C><U+0947><U+0924><U+0947> <U+0905><U+092D><U+093F><U+0928><U+0947><U+0924><U+0947> <U+092A><U+094D><U+0930><U+0915><U+093E><U+0936> <U+0930><U+093E><U+091C> https://t.co/TwuXszen2q @eSakalUpdate @prakashraaj #GST"
"1604",0,"@narendramodihappy birthday advani ji and note ban"
"1605",0,"RT @amitkalraj: No Proof Required: Demonetisation and its contents
https://t.co/3UzBhJ3Mas https://t.co/xVCjInjSds"
"1606",0,"Note ban breaks the backbone of trafficking industry

 https://t.co/1IzyLWrnO1"
"1607",-1,"RT @myvotetoday: Nand Lal, an ex-army man whose picture was circulated to show the negative effects of #Demonetisation by the Congress Part…"
"1608",0,"RT @ashishdua_INC: In our eagerness to please multinationals,haven't we made #India a victim of an unwarranted financial squeeze in the nam…"
"1609",-1,"@KapilMishraAAP @kjayashree31 @ArvindKejriwal Sirji odd even for public. AAP. MLA will use two cars. Second hand ca… https://t.co/SSA96w8uYE"
"1610",0,"RT @prashantkpanda: https://t.co/oVU8kI7grS"
"1611",-1,"@OfficeOfRG @INCIndia  FYI &amp; (in)Action only...https://t.co/Tr5Phyr65E"
"1612",0,"mybargain  BJP MP rails against note ban at House panel meeting https://t.co/HPyZ6tSXBR #happybargaining https://t.co/E6qHHLxSz2"
"1613",0,"@wdamidoinhere @kaykay2506 @abpnewstv I don't know .
Why people gathering in Rahul ,Hardik , AlpeshAnd Jignesh Rall… https://t.co/SkzpwMEgy8"
"1614",-2,"RT @shaktisinhgohil: Digitisation: Poor connection and many fears; why cash is back in ‘cashless’ villages
https://t.co/jjTfbhNZin"
"1615",0,"Seminar on note ban held in Jamia Nagar: Ex-PM invited, dignitaries air views
https://t.co/PUTmKxvUaS https://t.co/HSmW5m2BiW"
"1616",0,"<U+0938><U+0930><U+094D><U+0935><U+0947> <U+092E><U+0947><U+0902> <U+0936><U+093E><U+092E><U+093F><U+0932> <U+0939><U+094B><U+0928><U+0947> <U+0935><U+093E><U+0932><U+094B><U+0902> <U+092E><U+0947><U+0902> <U+0938><U+0947> 81 <U+092B><U+0940><U+0938><U+0926><U+0940> <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0928><U+0947> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+092B><U+0948><U+0938><U+0932><U+0947> <U+0915><U+094B> 5 <U+092E><U+0947><U+0902> <U+0938><U+0947> 4.6 <U+0915><U+0940> <U+0930><U+0947><U+091F><U+093F><U+0902><U+0917> <U+0926><U+0940> <U+0939><U+0948>
https://t.co/R5MhliUUtA"
"1617",-2,"RT @vinayakmuroor: Would you mind saying sorry for note ban: Prakash Raj to PM Modi.

Will @prakashraaj mind saying sorry for linking Gouri…"
"1618",1,"Note ban survey on Modi app receives 'good response' https://t.co/CSxYUPtVs1 via @economictimes"
"1619",0,"Hindu. BJP MP rails against note ban at House panel meeting https://t.co/Ra2ZmrK3MR"
"1620",-2,"RT @prasannavishy: While Rahul Gandhi's paranoia is understandable, his handlers need to realise that it increasingly difficult to mislead…"
"1621",0,"RT @vineetpunia: Don’t know what good it did: Man who became face of demonetisation struggles
Lal was seen in tears when he missed his spot…"
"1622",1,"@OfficeOfRG 81% people supported @adhia03note ban, says @narendramodi App @ArvindKejriwal  https://t.co/mOCff1oSTJ"
"1623",-1,"@ZeeNews And you became muslim before noteban <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>ppl won't wait for note ban to become NRIs<ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>"
"1624",0,"https://t.co/io4urHvVI3 - Only loving to loot is recipe of Vikas?"
"1625",0,"RT @WisdomVillage: The Blue Circle discussion: Narendra Modi's note ban, GST implementation criticised, Doka La approach lauded  https://t.…"
"1626",0,"RT @stephhilborne: Past impact of pesticides, herbicides,fertilizers&amp; preventative drugs in agric terrifying:English otters &amp; Indian vultur…"
"1627",-1,"@fayedsouza Pollution May be because of note ban and confusion of GST inform government"
"1628",0,"<U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0B95><U+0BA4><U+0BCD><U+0BA4><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0BA4><U+0BBF><U+0BA3><U+0BCD><U+0B9F><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BB2><U+0BCD>.<U+0B9A><U+0BC0><U+0BA9><U+0BBF> <U+0BA4><U+0BC7><U+0B9A><U+0BA4><U+0BCD><U+0BA4><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B87><U+0BA8><U+0BCD><U+0BA4> <U+0BB0><U+0BBE><U+0BA3><U+0BBF>. <U+0B8E><U+0BA9><U+0BCD><U+0BA9> <U+0BAA><U+0BC7><U+0B9A><U+0BC1><U+0B95><U+0BBF><U+0BB1><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BCD> <U+0B8E><U+0BA9><U+0BCD><U+0BAA><U+0BA4><U+0BC1> <U+0B85><U+0BB5><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC7> <U+0BAA><U+0BC1><U+0BB0><U+0BBF><U+0BAF><U+0BA4><U+0BC1>. https://t.co/WqG2lsQkTU"
"1629",0,"https://t.co/FPPDIgzPKX"
"1630",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban"
"1631",0,"RT @ZeeNewsHindi: <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+092C><U+093E><U+0926> 3700 <U+0938><U+0947> <U+0905><U+0927><U+093F><U+0915> <U+092E><U+0928><U+0940> <U+0932><U+093E><U+0902><U+0921><U+094D><U+0930><U+093F><U+0902><U+0917>, <U+0939><U+0935><U+093E><U+0932><U+093E> <U+0938><U+094C><U+0926><U+094B><U+0902> <U+0915><U+0940> <U+091C><U+093E><U+0902><U+091A> <U+0915><U+0930> <U+0930><U+0939><U+093E> <U+0939><U+0948> <U+0908><U+0921><U+0940>

https://t.co/glkkigbxQ5"
"1632",0,"The fish, crocodile and note ban https://t.co/69nK7YORqn via @IndianExpress"
"1633",-1,"RT @rajeevtaneja11: Income tax dept to issue 100,000 notices for huge deposits after note ban
https://t.co/ZjG9ZyIf1U

via NMApp https://t.…"
"1634",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban https://t.co/b5eaStczDY via @timesofindia"
"1635",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban https://t.co/DUSDsRuNeB"
"1636",0,"RT @zeerajasthan_: <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+092C><U+093E><U+0926> 3700 <U+0938><U+0947> <U+0905><U+0927><U+093F><U+0915> <U+092E><U+0928><U+0940> <U+0932><U+093E><U+0902><U+0921><U+094D><U+0930><U+093F><U+0902><U+0917>, <U+0939><U+0935><U+093E><U+0932><U+093E> <U+0938><U+094C><U+0926><U+094B><U+0902> <U+0915><U+0940> <U+091C><U+093E><U+0902><U+091A> <U+0915><U+0930> <U+0930><U+0939><U+093E> <U+0939><U+0948> <U+0908><U+0921><U+0940>
https://t.co/ITjkLNzvCg"
"1637",0,"RT @MumbaiNCP: Note ban turns one, gets slammed across state https://t.co/XAe97jgb1O @supriya_sule @AhirsachinAhir @NCPspeaks"
"1638",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban https://t.co/lzKxW2pWjr via @timesofindia"
"1639",0,"Not for the nation https://t.co/eR7Fsx6bby"
"1640",0,"@sharadsharma1 Sir ji,kahe ki jimmedari,election to khatam ho jaen,problem tab dekh lenge,note to ban ker diye,farm… https://t.co/XxRUtkc5cE"
"1641",0,"RT @zahidpatka: #DemonetisationAnniversary 
No Proof Required: Demonetisation and its contents
https://t.co/90yFERlfM0
@PMOIndia https://t.…"
"1642",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban

https://t.co/XBabXo3rJU https://t.co/TmGnHogz5c"
"1643",0,"<U+0935><U+0948><U+0938><U+0947> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+0938><U+093E><U+0925> <U+0938><U+093E><U+0925> 
<U+0938><U+094B><U+0928><U+092E> <U+0917><U+0941><U+092A><U+094D><U+0924><U+093E> <U+0915><U+094B> <U+092D><U+0940> <U+092C><U+0947><U+0935><U+092B><U+093C><U+093E> <U+0939><U+0941><U+090F> <U+090F><U+0915> <U+0938><U+093E><U+0932> <U+0939><U+094B> <U+0917><U+092F><U+093E> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #Notebandi #Noteban #notesban… https://t.co/iXPy0ySfET"
"1644",1,"RT @stpiindia: #Startups that emerged during #noteban still continue their strong run https://t.co/0WXk7g1mlw"
"1645",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/DNIP86YQLx"
"1646",0,"RT @ahir_hansraj: No Proof Required: Demonetisation and its contents https://t.co/rIWxBjU537 via @IndianExpress"
"1647",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on note ban anniv.… https://t.co/cNj8FJlbrM"
"1648",-2,"@sanjayuvacha @shahid_siddiqui I think both of u in ur blind hatred have indeed become blind. Read this &amp; enlighten… https://t.co/FuZLlcxP3q"
"1649",1,"81% people supported note ban, says Narendra Modi app - Business Standard https://t.co/2TglnGpqhD https://t.co/N81mCOvJ2A"
"1650",0,"https://t.co/EkSRCa2YZG"
"1651",0,"https://t.co/UjjVZNiu6R"
"1652",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
https://t.co/ZjG9ZyIf1U

via NMApp... https://t.co/rDZ9McSODV"
"1653",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
https://t.co/ZjG9ZyIf1U

via NMApp https://t.co/k5v44kLdNw"
"1654",1,"81% people supported note ban, says Narendra Modi app - Business Standard https://t.co/lVfo78CCUi https://t.co/6wXVH2MlQA"
"1655",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban... https://t.co/8JGdxFOjBI"
"1656",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/57ZTUF3mnZ"
"1657",-1,"RT @JP_LOKSATTA: Simple steps needed to curb black money &amp; corruption r still not taken on year after note ban. Service guarantees will cur…"
"1658",0,"No Proof Required: Demonetisation and its contents
https://t.co/SseBMtSCHv

via NMApp https://t.co/m47u1lZEFA https://t.co/Q1ZaG2kUTW"
"1659",0,"No Proof Required: Demonetisation and its contents  

https://t.co/9mcIkJpK0K https://t.co/aB0Whdfptd"
"1660",0,"No Proof Required: Demonetisation and its contents
https://t.co/SseBMtSCHv

via NMApp https://t.co/m47u1lZEFA"
"1661",0,"RT @divyasharma767: #NoteBan : ED attaches Rs 9,000 cr in #BlackMoney; pulls up 1k shell firms https://t.co/BnyzPYeQas"
"1662",0,"No Proof Required: Demonetisation and its contents
 https://t.co/94t85I6jaa

via NMApp https://t.co/0vTrspzUl3"
"1663",1,"Societies basic needs should be met first before chasing futuristic toys
 https://t.co/9R6Z6cQnWc"
"1664",-3,"India touts bank note ban, opposition fumes and Nepal short-changed - Reuters : https://t.co/TJrC87ZgON"
"1665",0,"ED probing over 3,700 money laundering, FEMA cases post note ban 
https://t.co/6WWKmGIa0Q"
"1666",1,"A lot has been said in respect of GST, Demo &amp; Note Ban by FM defending Reforms against Critics but ground reality says differently.@TimesNow"
"1667",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban https://t.co/K774AxBt3x"
"1668",0,"@aajtak When note ban can be done in 1min why not stop construction activity and put all construction material in g… https://t.co/7yT6Sae5FK"
"1669",0,"Demonetisation: Micro-finance industry sees Rs 7,000 crore write-offs https://t.co/OrN0IlcAeP"
"1670",-1,"RT @awi2986: @MamataOfficial shame full for u to block common citizen of country ,,,CM like are protesting Note ban for personal interest w…"
"1671",0,"ED probing over 3,700 money laundering, FEMA cases post note ban 
https://t.co/NEV0FyspwY"
"1672",1,"RT @Samar_Anarya: Will win over 60 seats (out of total 68): Prem Kumar Dhumal joins BJP’s high quality dope gang- MP roads better than USA’…"
"1673",0,"RT @sureshpprabhu: https://t.co/gIhV1BUo4w"
"1674",0,"ban all private vehicles for 6 months, steps like demonetization needed to stop pollution bomb.... delhi people hav… https://t.co/myafiMvYQu"
"1675",0,"RT @BangaloreMirror: Karnataka: Artist’s note ban gift for @PMOIndia @narendramodi. The painting contains 24 episodes from the day of annou…"
"1676",0,"https://t.co/GhJWCzlxK2"
"1677",1,"Note ban a decisive battle people fought against black money: PM 
https://t.co/6woraDMpFF"
"1678",-1,"Why Tirupur’s Rs 42,000 crore textile hub fears a wipeout !
Ramdas’s story is an illustrative snapshot of the Rs 42… https://t.co/KNeRzV20yK"
"1679",1,"Note ban a decisive battle against black money: PM @narendramodi https://t.co/dXW1Z34Y5i"
"1680",-1,"Some people jump the gun to soon. Let tge movie release and then if its showing padmavati rani in bad note.tgen ban… https://t.co/iXQv64WrKz"
"1681",0,"RT @TMKOC_NTF: Kya lagta hai aapko kiska hoga yeh bag jisme se nikle hai <U+20B9>500 aur <U+20B9>1000 ke ban kiye hue note?

Kya woh pakda jayega? #TMKOC…"
"1682",0,"NEXT DAY OF DEMONETISATION , 1 YEAR , CMWB THANKED THE PM MODI for KOLKATA to KHULNA TRAIN OVER VIDEO CONFERENCE 

https://t.co/XXxvbKt6u9"
"1683",0,"RT @ieexplained: #ExpressExplained | A year on, this is how demonetisation impacted jobs among traders, manufacturers, dealers in various i…"
"1684",-2,"@timesofindia @narendramodi Mr.prakash Raj is very much wrong He personally must have suffer from this Note ban  Bu… https://t.co/jG72cb8LGj"
"1685",-1,"RT @N_Jayaram: People faced serious problems due to note-ban: survey https://t.co/ILl9vIYAaa (See also https://t.co/uODpMTZQDR)"
"1686",1,"RT @kumarsroy: #DemonetisationAnniversary : Indians shift from physical assets; Mkts,MFs get boost @sundeepsikka @porinju @JainNirmal https…"
"1687",1,"RT @ZeeNews: Note ban survey on Modi app receives 'good response'
https://t.co/xKdbUPGqtP"
"1688",0,"RT @jawaharshivkish: Modi ji explaining how people were inconvenienced by note ban. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+009B> https://t.co/E9ojYbnVk4"
"1689",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+092C><U+093E><U+0926> 3700 <U+0938><U+0947> <U+0905><U+0927><U+093F><U+0915> <U+092E><U+0928><U+0940> <U+0932><U+093E><U+0902><U+0921><U+094D><U+0930><U+093F><U+0902><U+0917>, <U+0939><U+0935><U+093E><U+0932><U+093E> <U+0938><U+094C><U+0926><U+094B><U+0902> <U+0915><U+0940> <U+091C><U+093E><U+0902><U+091A> <U+0915><U+0930> <U+0930><U+0939><U+093E> <U+0939><U+0948> <U+0908><U+0921><U+0940>
https://t.co/ITjkLNzvCg"
"1690",0,"Why it’s important to call Urjit Patel out on the demonetisation disaster https://t.co/uODpMTZQDR @dailyo (See also https://t.co/ILl9vIYAaa)"
"1691",-2,"Actual numbers are still worse. IT industry hiring is standstill. @PrakashJavdekar  @arunjaitley https://t.co/iu75xOaUtO via @IndianExpress"
"1692",0,"Modi ji explaining how people were inconvenienced by note ban. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BD><ed><U+00B8><U+009B> https://t.co/E9ojYbnVk4"
"1693",0,"@rjraunac Note Ban song by rj Raunac sir https://t.co/DGP6MdPrrl"
"1694",0,"Note ban <U+092E><U+0924><U+0932><U+092C> congress ki <U+0928><U+0938><U+092C><U+0902><U+0926><U+0940>!! @INCIndia and yuvraj rahe <U+0928><U+0938><U+092C><U+0902><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+0918><U+093E><U+092F><U+0932>"
"1695",0,"@namo_office @narendramodi Sir hope u will explain him how u r selling the country by note ban, unplanned gst imple… https://t.co/TPGKWfTVi5"
"1696",0,"@Iamsamirarora demonetization, gst aur bank recapitalization sab isko hi samaza hai, baki RBI governor to log aise hi ban jaate hai"
"1697",-1,"People faced serious problems due to note-ban: survey https://t.co/ILl9vIYAaa (See also https://t.co/uODpMTZQDR)"
"1698",-1,"Satellite imagery paints a grim picture of the effects of India's demonetization campaign https://t.co/RjEePrmWVX https://t.co/o6dBnyjWCO"
"1699",-1,"Who still want to say that Note Bandi was a ORGANISED LOOT @OfficeOfRG Manmohan sir still will say that?? https://t.co/AI11v46Wme"
